20478	23382
1339	3164
18396	19677
12927	25916
12212	7504
16389	9937
12425	7088
21697	25116
24713	299
1699	25875
19961	20635
23880	4624
22184	2710
15805	23241
3812	7650
23168	8349
11182	11696
21281	22691
12678	5385
16225	17149
5210	6340
1028	18619
15609	21809
18105	4525
15714	3534
12187	8386
2490	834
12235	25387
25034	25516
7525	9433
21030	3814
18596	23771
22320	7447
10801	22265
11924	14534
21824	25359
11861	25179
13989	21910
21281	9755
16032	20644
5256	5257
161	97
16014	6350
14969	24845
15159	20421
23637	7459
18973	19580
15559	70
25904	930
24861	8151
17022	9722
21030	6583
23909	3593
15003	22887
12507	22504
18447	7204
11241	570
10476	11284
18585	22426
3442	3811
20716	5412
14932	9769
14870	14872
25396	5621
19687	4488
5605	6288
19089	7277
12743	21712
16717	17125
12749	25777
11052	16091
14924	15931
19962	5767
8710	9522
11610	9126
19140	6226
13929	25006
10711	26181
19554	6159
2535	6340
20150	22312
6271	7013
10055	17268
23038	23114
12551	1281
14868	2201
12551	25287
2409	4288
12324	21944
14648	17807
15197	18215
20716	20780
2773	6529
13328	17082
1995	20574
16611	22937
14766	16654
15195	6638
21508	24955
12615	7311
20635	4513
25910	3502
13196	25516
14379	17580
2501	8552
11241	3372
3231	6411
20106	20129
1829	19675
1995	7444
185	19573
23772	735
17137	8864
18182	19624
24371	7442
10113	9943
21861	5412
19956	3682
3766	7096
15189	7096
18182	6804
1668	4834
12781	18894
6868	9433
115	5268
18444	24479
23713	3594
21832	8672
7007	9098
1023	4639
20215	21333
18225	1995
14967	25408
14766	2530
16823	5571
11472	24955
10381	22721
16694	6963
19586	7013
1798	4828
22693	23920
20783	2385
16332	20373
1728	18488
17874	18271
16937	7307
22423	4703
15010	19114
15244	17807
4834	8448
17692	19961
11426	23859
2212	6610
12212	1545
3679	9862
17819	7650
17584	24616
20148	22899
17038	17389
19114	2449
12118	25541
18778	19114
10456	9314
18314	5445
17807	1995
2870	9207
19423	24955
21089	21100
11824	23896
21321	3310
13384	25911
14648	16654
