54845	8979
10211	50786
29950	64612
43889	63134
23420	30448
44262	44350
23680	59190
31986	39323
25307	59986
15896	59730
59911	61433
3175	48666
5660	56916
10988	54717
39837	42198
35665	7379
38500	40435
20218	50243
21934	56775
13150	19699
18433	6517
19519	36340
12277	36965
28971	33431
52556	55173
34546	60421
24558	6561
41687	49295
11008	5138
61830	8026
62541	65943
12334	19684
59190	59238
47244	54375
22862	51498
22386	46001
37392	5471
14501	29044
28282	66612
25789	66598
33543	65859
40104	62932
37616	61977
14726	67464
21907	9675
45884	53469
60251	68604
50831	8660
18720	52470
17289	67453
24959	61742
19030	59295
7417	9500
19237	59730
45878	52919
1481	19324
29061	46271
2010	23717
52992	53601
32780	66251
23119	42018
38705	58414
61520	62925
46786	8414
65017	9533
10948	37219
47451	66149
34611	47152
10732	3926
17969	43348
32368	40517
5187	54785
48437	66906
37851	45233
30012	652
32235	65925
37486	49223
26757	56424
10732	8225
65627	66382
40012	61333
41465	58120
27822	9285
44992	8281
34364	68057
2061	42008
46064	68111
29715	50736
33431	6977
32911	7060
25137	7201
40104	65319
17671	50372
1118	21144
1337	44515
140	32931
15604	61147
16278	6055
29106	63303
26304	480
15388	3011
3465	61796
14783	6448
5263	55079
47200	5702
3767	6435
18248	39021
61879	8911
26127	62725
35835	51791
35204	58633
38375	66621
34665	46377
12799	52030
14509	334
14356	34417
25481	27822
37011	52529
34142	38112
23946	28759
16026	68279
57738	65338
27849	30744
33231	9920
27499	41172
55735	6142
14017	8391
24178	41688
43259	47510
443	5443
25200	41979
19133	27911
2317	7660
28837	40104
17544	53736
18677	5888
40322	49192
11180	29106
53777	65961
34298	64931
19365	48262
49642	66778
32635	61069
32582	68636
17596	9620
1481	21286
33200	56559
30498	60246
25844	52491
40815	4436
33512	66664
11969	15391
2869	40709
28421	66739
44594	59216
49967	67707
35794	58588
40112	59150
37835	50657
51477	5544
29326	44614
58822	61977
21934	27090
45390	59145
1116	38682
14324	64988
30467	56803
14456	19111
55319	5649
46361	49573
31312	7295
3682	37442
16654	65185
15135	50487
52725	7273
31702	68251
30392	44721
35794	66575
35062	39274
2416	64426
554	57682
33135	60246
54044	56775
14456	47509
52690	62245
13093	14355
19615	48570
51348	62044
15175	42162
6287	65553
26530	51327
5187	55835
32303	6043
44934	6142
12310	64703
26793	31820
4303	4404
51240	6638
28971	4983
36192	42653
22932	62044
36071	7648
46993	58323
10445	6738
47357	5597
36010	52116
28850	37780
374	61422
643	66664
28159	37233
45079	51160
56442	59690
52347	66603
40298	5799
59081	60861
