89732	90794
78174	90879
42492	69375
120156	71118
40649	9193
37263	60694
103773	89427
5459	66502
27613	66733
14824	82805
110902	81251
17541	95357
115209	8273
118280	124956
112750	97135
68673	83171
2444	68673
80491	85962
20483	47398
131843	92248
19828	37036
58749	83892
72291	85481
100077	25329
11799	13758
111660	16078
114140	36704
34200	49421
119031	55602
25211	95242
114471	67456
128842	57974
62605	77322
112157	63056
76107	85176
40208	811
28516	9987
59793	60569
121691	70589
128213	49747
19981	9999
114380	44107
20598	75761
57772	69839
36789	50920
33053	37541
385	51978
100715	85451
52975	82751
118148	86872
126916	23453
111303	8156
17919	6358
51015	9068
132312	69318
62564	871
57830	82965
62821	93360
10243	35073
45009	4786
108405	60611
117734	131272
122652	68603
28246	86103
133062	16042
40170	7264
107028	92150
68735	73273
11978	39815
13114	49459
57250	83653
62446	96817
110994	34387
82498	83653
21396	38257
129001	7287
27124	39341
6331	76529
115543	45978
118182	122577
80525	92810
15847	77320
114972	127744
106945	10914
38969	82009
36471	46361
130441	87629
56407	7989
118341	85972
4903	56223
39815	42373
130561	36013
23986	60390
83371	9670
101385	45530
14503	62470
13572	3001
116135	87181
118211	42767
106712	50288
111046	26477
116319	26591
129156	51099
108090	18533
111596	34945
12837	21416
4959	93426
125192	45009
39720	45180
132206	87088
100287	4679
116579	69702
36969	72555
812	83860
114605	131266
30921	80831
130230	21991
27588	30007
113481	120678
49702	52682
116366	85481
129106	97387
125524	33362
110902	111161
124741	38109
23913	26204
104896	94348
111407	92125
54425	87485
4074	62359
130441	61461
64666	9602
67482	7072
131012	27428
113084	81793
109733	33983
101695	84806
26713	51631
116498	31304
109686	56173
114865	127281
128712	56361
60102	62049
119757	96326
29091	9352
130588	47776
29536	5580
30479	96365
19736	60329
59861	86029
30049	42341
50808	79069
47110	69400
22523	27613
114430	9486
108062	1949
112711	21478
107955	14420
80896	90048
10564	109534
52351	89647
31756	57366
6440	94486
21228	66367
112221	74866
118549	118743
105477	124146
871	99877
21718	63299
133097	48686
127275	85562
30829	93404
107852	115335
111046	17566
108608	116071
11799	80561
2839	45530
121118	128298
33053	41308
101661	92208
101422	42754
104047	49034
29502	3981
78060	85740
50808	55602
116322	60520
10273	52589
103778	20466
19812	52064
43704	97974
117778	120959
57158	58411
53213	81477
11107	67189
76888	81169
45530	54856
26988	83259
17292	89916
76749	86050
4753	55959
28247	45616
123889	132969
106964	52028
13175	37036
18330	54350
114379	98412
1677	77374
64633	87426
106164	8775
2676	90794
124746	36457
85298	90805
41554	66256
92552	93984
129807	20055
104312	123757
3365	60975
63474	77852
19204	5034
79758	89969
122461	8834
103429	118654
51985	85176
229	65114
44612	66018
112720	82406
110559	128204
33068	96118
31340	85037
123757	87931
127456	130588
116780	32752
5665	8332
19617	79531
38890	87716
19695	71482
71766	97916
101262	15025
4173	75996
115558	28283
120438	37378
50479	81700
58364	85397
66734	90645
128312	26859
130398	83848
16757	33509
17377	43277
73589	97249
23070	40847
54026	9446
37655	81365
130507	48094
49944	77959
30912	82115
51358	77480
23736	48049
47399	64374
120678	70854
41025	41025
45272	47094
12658	44192
6529	91858
2626	39582
108769	86872
121037	77816
104544	25706
40599	89538
14867	62683
103195	75539
121461	60088
128095	131091
79552	93504
27331	95773
106698	85176
107236	116893
50516	60760
112725	89910
122729	62426
113213	9649
71854	74702
118896	32722
116054	57158
26299	31187
130327	72161
24500	27242
123538	62539
44021	69195
14149	68673
10009	47763
47765	4786
2381	51263
129483	30343
13698	34531
45858	70637
39251	84299
65566	89910
106037	36783
82616	8840
93154	96680
86089	87598
19943	64619
14287	90975
114994	79129
108376	59850
119102	27909
118134	43303
38251	78090
18396	43961
31782	5149
1324	92092
75314	80554
