106740	69716
72532	72674
15566	66009
48646	77217
102457	42504
73510	98491
17526	94726
44654	98249
31762	4353
7204	76391
36341	60160
37504	58470
4949	94887
95940	99090
49684	57478
44985	86626
13540	42316
39055	89157
19189	66559
75653	7826
68318	92745
103114	73811
59552	59669
243	88363
41636	78157
5466	91573
37505	8758
48139	94175
14162	34376
16020	26342
38823	67281
65562	77762
100245	79910
102365	43683
21234	26853
42414	70542
35816	39634
52890	97556
106426	99920
20524	4509
108255	77663
55680	74451
55705	69378
107067	87406
29976	42608
45131	85993
28077	81898
27797	84209
21628	70625
44500	57603
21732	37541
106309	5715
35351	586
27267	87717
6700	84503
63410	88748
59624	75335
101191	101284
104675	105495
22515	38792
52918	95395
59247	69258
32957	4674
71756	90703
108239	48006
4764	87124
56061	78690
104703	4641
66553	68318
21067	31988
9080	92488
4762	71233
18439	72955
87511	95641
104566	107281
77232	90477
35862	75080
59242	718
100545	11715
45011	66800
32510	73432
64209	77077
46434	84791
53376	68262
31625	44859
23411	97822
55084	94637
13389	72079
59914	8416
30963	7356
105594	94728
41750	61202
56907	74377
36668	72142
70155	98400
10425	50106
35819	9991
65586	93580
11571	2126
25926	75988
108051	18374
4515	5314
7895	90477
2640	26671
46755	50605
33024	94642
102486	79091
3274	41984
104022	12996
102229	38799
104398	62909
103142	49393
46999	94567
106077	97373
104187	67232
105881	41240
33824	66746
101355	21493
1340	79739
38643	82791
10532	55595
22024	65790
61498	98642
4806	73524
4932	78175
49333	8536
20634	64238
53005	98578
27319	54797
101831	74663
25864	55455
104179	21636
3154	89313
102994	93653
12915	36354
32957	39703
27733	721
8049	91912
4104	56029
2979	96069
69008	71919
104139	2962
2110	61488
80367	91392
2555	47519
59163	71461
29380	52986
105256	25209
25637	3118
20601	29621
102171	86636
375	50388
52036	88072
11428	37718
2038	22757
34663	71661
30790	69286
104471	15373
16392	73271
20520	77038
14295	339
104954	22798
107201	69113
1059	11008
72483	96160
27537	37209
65060	79711
24928	86141
74003	91926
11455	95372
39911	56061
13342	33876
74122	83719
13067	31392
42245	50889
46728	64531
38094	92730
17753	91392
16029	87059
105951	62166
93900	94939
24576	98028
72903	9489
31788	36293
11001	61271
1369	33679
69442	8895
6723	75238
82895	90810
55416	7794
77331	89837
31367	36621
63264	63746
104060	106703
84209	84411
100038	74377
106334	47647
103951	41968
12976	25474
72044	95372
33183	51923
78994	85189
75359	81532
14674	45254
56148	61454
51850	53561
16101	59239
58058	74809
22257	99690
100935	91554
13543	79686
58201	98804
35299	57036
42259	52800
26511	99870
11482	22801
23042	37152
32390	75116
73671	93429
103752	8147
12994	18130
107914	25164
88826	90850
50925	64966
102045	23869
80879	94275
21987	45876
27279	92709
58402	83266
39559	93220
11559	68724
55637	73437
66144	86704
46959	810
27482	36159
56672	93317
59595	72044
905	97790
106510	80367
7219	93764
15630	65228
17655	89395
12069	20886
103935	105594
40469	90691
72331	79510
16651	56873
16379	27773
107221	16665
31614	47944
58629	79087
27809	70694
89652	90419
1041	41363
101030	18815
27425	78358
60952	95053
40131	91631
41769	67369
54986	82770
61724	9614
24840	4983
292	96144
21672	42792
100114	103523
37790	79353
103935	85988
29320	98431
32494	56262
1934	72192
34638	44475
61429	85843
4443	95168
5215	91392
40531	57600
5430	7210
63888	98870
104751	51922
108064	21817
49479	89562
34248	36513
19641	61054
50076	721
16368	94613
40131	47491
7159	8350
12741	21046
23418	74869
105977	36831
20765	80421
26853	58195
21672	84791
73319	98933
19170	87532
50514	93178
38771	4394
100615	18108
33113	53969
20771	86066
59465	63327
15982	91069
44582	47638
52148	82175
52726	718
51051	55101
77194	9629
88158	9667
1948	72614
65730	83069
62783	80723
76088	76089
65857	88574
68869	74335
87	94735
31989	84638
15765	42316
12964	45552
45634	90441
63186	67794
14438	69009
82271	85057
30538	49424
15540	79560
63175	99977
14799	33218
101191	94708
16000	29138
84612	95776
